Order_ID,Order_Date,Product,Category,Quantity,Unit_Price,Discount,Sales,Region,City,Customer_Type,Payment_Mode,Profit
ORD103258,2024-05-30,Bluetooth Speaker,Electronics,1.0,3669.45,0.1,3302.5,East,Kolkata,Corporate,EMI,249.53
ORD105551,2024-06-11,Sneakers,Clothing,2.0,8412.92,0.15,14301.96,North,Lucknow,New,Credit Card,4573.62
ORD104448,2024-07-04,Smart Watch,Electronics,3.0,13875.0,0.15,35381.25,South,Hyderabad,Corporate,Net Banking,46.7
ORD102247,2024-07-09,Formal Shirt,Clothing,6.0,2534.01,0.0,15204.06,North,Lucknow,Regular,UPI,4818.66
ORD100836,2024-12-20,Snacks Combo,Groceries,3.0,153.02,0.05,436.11,West,Ahmedabad,Regular,UPI,51.51
ORD108500,2024-03-11,Snacks Combo,Groceries,5.0,488.83,0.1,2199.74,West,Mumbai,Regular,UPI,135.8
ORD103740,2023-09-08,Notebook Set,Stationery,10.0,554.88,0.2,4439.04,North,Lucknow,Regular,UPI,1258.55
ORD100433,2024-10-03,Notebook Set,Stationery,1.0,567.46,0.05,539.09,Central,Nagpur,New,UPI,117.2
ORD104081,2024-05-12,Printer Paper,Stationery,3.0,666.71,0.0,2000.13,East,Patna,Regular,UPI,630.41
ORD103708,2023-02-14,Coffee Pack,Groceries,11.0,246.64,0.05,2577.39,South,Kochi,Corporate,UPI,22.31
ORD109110,2024-09-29,Office Chair,Furniture,2.0,13608.94,0.15,23135.2,North,Chandigarh,Regular,Net Banking,4613.65
ORD108183,2023-02-09,Coffee Pack,Groceries,7.0,396.8,0.05,2638.72,South,Bengaluru,Regular,Debit Card,125.41
ORD106059,2024-02-02,Rice Bag,Groceries,8.0,1710.27,0.05,12998.05,West,Pune,Regular,Cash,699.03
ORD101194,2024-04-16,Tea Pack,Groceries,8.0,426.16,0.15,2897.89,West,Ahmedabad,Premium,Debit Card,55.14
ORD107131,2024-10-22,Bookshelf,Furniture,3.0,8433.92,0.0,25301.76,Central,Bhopal,Premium,UPI,7138.7
ORD102907,2023-09-05,Rice Bag,Groceries,6.0,1266.33,0.05,7218.08,East,Kolkata,Corporate,UPI,565.73
ORD105618,2023-02-04,Smart Watch,Electronics,1.0,17418.48,0.0,17418.48,Central,Indore,Regular,Cash,2912.68
ORD107574,2024-05-19,Art Kit,Stationery,9.0,848.63,0.1,6873.9,South,Bengaluru,Regular,UPI,
ORD109903,2024-10-21,Study Table,Furniture,2.0,5632.52,0.25,8448.78,North,Jaipur,New,Debit Card,1243.15
ORD109563,2023-10-28,Rice Bag,Groceries,14.0,1797.41,0.05,23905.55,East,Patna,Regular,Debit Card,2085.16
ORD106806,2024-12-15,Jacket,Clothing,2.0,5106.52,0.15,8681.08,West,Surat,New,UPI,1705.14
ORD103394,2023-09-24,Smart Watch,Electronics,1.0,17982.93,0.0,17982.93,Central,Nagpur,Premium,Debit Card,1448.95
ORD102730,2024-03-30,Jeans,Clothing,6.0,1210.5,0.1,6536.7,South,Hyderabad,Regular,Net Banking,1926.02
ORD103636,2023-11-02,Jeans,Clothing,2.0,2092.62,0.0,4185.24,West,Mumbai,Regular,UPI,1725.4
ORD100434,2024-07-09,Tablet,Electronics,2.0,23796.48,0.05,45213.31,West,Ahmedabad,Corporate,Debit Card,6480.72
ORD103468,2024-12-03,Office Chair,Furniture,2.0,10795.44,0.2,17272.7,North,Lucknow,Regular,Debit Card,3265.55
ORD107199,2024-05-17,Office Chair,Furniture,1.0,11284.32,0.0,11284.32,North,Delhi,Regular,Net Banking,2730.46
ORD109206,2024-08-12,Backpack,Stationery,3.0,1043.96,,2662.1,Central,Nagpur,Regular,Net Banking,309.76
ORD100105,2023-08-12,Snacks Combo,Groceries,3.0,554.01,0.0,1662.03,South,Kochi,New,UPI,267.77
ORD104481,2023-06-26,Jeans,Clothing,2.0,3408.69,0.3,4772.17,West,Mumbai,Premium,Cash,1170.58
ORD101657,2023-10-26,Pen Pack,Stationery,5.0,259.92,0.05,1234.62,South,Chennai,Regular,UPI,125.84
ORD101534,2023-02-20,Smart Watch,Electronics,3.0,2690.67,0.0,8072.01,Central,Raipur,Regular,UPI,1025.52
ORD108714,2023-05-26,Art Kit,Stationery,3.0,1148.84,0.2,2757.22,Central,Raipur,Premium,EMI,528.92
ORD101333,2024-10-19,T-Shirt,Clothing,1.0,961.97,0.05,913.87,Central,Bhopal,Regular,EMI,280.92
ORD109385,2023-05-20,T-Shirt,Clothing,6.0,363.17,0.05,2070.07,West,Surat,Premium,Debit Card,558.83
ORD103474,2024-07-09,Printer Paper,Stationery,7.0,225.56,0.05,1499.97,East,Bhubaneswar,Regular,Credit Card,255.39
ORD101444,2023-12-17,T-Shirt,Clothing,1.0,1356.64,0.15,1153.14,West,Surat,Regular,UPI,428.28
ORD100215,2024-12-06,Coffee Pack,Groceries,9.0,685.69,0.05,5862.65,South,Chennai,Regular,EMI,522.4
ORD106956,2023-10-19,Printer Paper,Stationery,3.0,860.04,0.25,1935.09,East,Kolkata,Premium,Debit Card,303.96
ORD103544,2023-11-05,Snacks Combo,Groceries,1.0,635.8,0.15,540.43,East,Patna,Regular,Debit Card,16.79
ORD102911,2023-08-06,Headphones,Electronics,1.0,8873.5,0.3,6211.45,West,Mumbai,New,UPI,-443.81
ORD105146,2024-10-19,Coffee Pack,Groceries,14.0,1305.0,0.0,18270.0,West,Pune,New,Net Banking,2161.81
ORD105370,2023-12-20,Study Table,Furniture,1.0,21773.14,0.2,17418.51,South,Chennai,Regular,Debit Card,1777.65
ORD101420,2023-10-09,Jeans,Clothing,2.0,2665.44,0.25,3998.16,North,Chandigarh,Regular,UPI,1411.19
ORD107945,2024-01-18,Backpack,Stationery,9.0,2604.83,0.0,23443.47,West,Pune,,EMI,5283.78
ORD108583,2024-07-11,Office Chair,Furniture,3.0,13060.44,0.05,37222.25,South,Bengaluru,Regular,UPI,9690.3
ORD100182,2024-09-11,Tablet,Electronics,2.0,22241.76,0.25,33362.64,West,Ahmedabad,,EMI,-1530.11
ORD104122,2024-02-23,Art Kit,Stationery,9.0,2412.04,,17366.69,North,Chandigarh,Regular,Cash,3189.85
ORD109651,2024-03-24,Study Table,Furniture,2.0,14769.41,0.1,26584.94,Central,Bhopal,New,UPI,3841.07
ORD102447,2023-06-12,Snacks Combo,Groceries,3.0,453.24,0.05,1291.73,South,Chennai,Regular,UPI,158.1
ORD108993,2023-12-14,Backpack,Stationery,14.0,2775.46,0.05,36913.62,West,Ahmedabad,Regular,UPI,8032.93
ORD108148,2024-08-12,Smart Watch,Electronics,2.0,5053.97,0.1,9097.15,West,Mumbai,,EMI,546.77
ORD106292,2023-12-09,Rice Bag,Groceries,8.0,905.8,0.2,5797.12,South,Kochi,New,Credit Card,57.52
ORD108664,2023-01-20,Art Kit,Stationery,15.0,1207.1,0.0,18106.5,South,Hyderabad,Premium,Net Banking,4965.38
ORD108146,2023-11-08,Bed Frame,Furniture,1.0,10022.33,0.15,8518.98,North,Chandigarh,Premium,EMI,1246.14
ORD108845,2024-05-14,Jacket,Clothing,5.0,5526.6,0.0,27633.0,North,Lucknow,New,Credit Card,10090.7
ORD105203,2023-10-08,Notebook Set,Stationery,5.0,406.45,0.0,2032.25,Central,Bhopal,Regular,EMI,447.36
ORD100071,2023-07-27,Snacks Combo,Groceries,14.0,261.88,0.2,2933.06,North,Lucknow,Premium,Debit Card,258.33
ORD100545,2024-10-17,Notebook Set,Stationery,3.0,494.44,0.1,1334.99,West,Mumbai,New,UPI,141.03
ORD101205,2023-01-06,Rice Bag,Groceries,8.0,606.03,,4121.0,East,,New,UPI,-135.19
ORD109032,2023-11-06,Study Table,Furniture,1.0,16428.92,0.2,13143.14,South,Kochi,Premium,UPI,1792.38
ORD106493,2023-12-29,Study Table,Furniture,3.0,4507.14,0.25,10141.07,Central,Indore,New,Debit Card,1366.87
ORD109220,2023-06-08,Backpack,Stationery,3.0,652.92,0.15,1664.95,East,Kolkata,Regular,UPI,269.13
ORD103985,2024-11-04,Pen Pack,Stationery,13.0,258.91,0.0,3365.83,West,Surat,Regular,Net Banking,1012.93
ORD109797,2023-05-17,Rice Bag,Groceries,6.0,1076.53,0.1,5813.26,South,Hyderabad,Regular,Credit Card,-396.72
ORD107278,2023-02-08,Snacks Combo,Groceries,3.0,465.38,,1396.14,West,Mumbai,Regular,EMI,160.23
ORD100904,2024-12-31,Pen Pack,Stationery,4.0,329.24,0.1,1185.26,Central,Nagpur,Premium,UPI,206.88
ORD104405,2024-11-04,Office Chair,Furniture,2.0,13789.21,0.05,26199.5,East,Kolkata,Regular,Cash,5586.41
ORD105077,2023-11-07,Bookshelf,Furniture,2.0,8905.81,0.0,17811.62,South,Bengaluru,New,Debit Card,3883.31
ORD108822,2023-11-08,Sofa,Furniture,1.0,55684.13,0.05,52899.92,South,Bengaluru,New,EMI,9905.55
ORD100878,2023-03-19,Coffee Pack,Groceries,11.0,411.68,0.05,4302.06,Central,Nagpur,Premium,UPI,34.05
ORD108234,2024-08-08,Sneakers,Clothing,2.0,6292.4,0.05,11955.56,South,Hyderabad,Corporate,Cash,4943.57
ORD100197,2023-06-28,Bookshelf,Furniture,1.0,7595.1,0.0,7595.1,Central,Raipur,Regular,Credit Card,1892.73
ORD109863,2023-10-25,Pen Pack,Stationery,2.0,157.99,0.05,300.18,West,Mumbai,Premium,UPI,50.47
ORD108124,2024-04-18,Tea Pack,Groceries,3.0,706.8,0.0,2120.4,West,Mumbai,Premium,Debit Card,269.06
ORD106463,2024-09-12,Office Chair,Furniture,1.0,12964.8,0.05,12316.56,South,Hyderabad,New,Debit Card,1772.01
ORD102572,2023-10-16,Art Kit,Stationery,,2389.83,0.05,27244.06,North,Delhi,Regular,Debit Card,7250.72
ORD103974,2023-12-19,Office Chair,Furniture,1.0,4319.79,0.05,4103.8,North,Delhi,Regular,Net Banking,
ORD107443,2024-07-07,Formal Shirt,Clothing,2.0,1550.17,0.15,2635.29,West,Ahmedabad,Premium,Debit Card,986.08
ORD108737,2023-11-14,T-Shirt,Clothing,6.0,963.76,0.0,5782.56,Central,Indore,Premium,Net Banking,1850.35
ORD109482,2024-11-23,Bluetooth Speaker,Electronics,3.0,8389.42,0.05,23909.85,South,Hyderabad,Regular,Cash,4584.13
ORD106341,2023-08-09,Study Table,Furniture,1.0,15030.5,0.0,15030.5,West,Ahmedabad,Regular,UPI,3563.42
ORD109071,2023-11-12,Headphones,Electronics,2.0,6670.13,0.2,10672.21,East,Bhubaneswar,Regular,UPI,973.24
ORD105493,2024-08-12,Smart Watch,Electronics,3.0,23827.07,0.15,60759.03,South,Chennai,Regular,UPI,3277.6
ORD103459,2023-08-13,Notebook Set,Stationery,14.0,565.89,0.05,7526.34,West,Ahmedabad,Corporate,EMI,1211.39
ORD102869,2023-11-15,Pen Pack,Stationery,10.0,256.07,0.0,2560.7,West,Mumbai,Regular,EMI,708.66
ORD102719,2024-05-22,Sneakers,Clothing,1.0,7199.07,0.1,6479.16,South,Chennai,Regular,Debit Card,2069.9
ORD108764,2023-10-26,Bookshelf,Furniture,3.0,6095.22,0.2,14628.53,South,Kochi,Regular,Credit Card,2959.45
ORD108171,2024-09-27,Pen Pack,Stationery,8.0,397.34,0.05,3019.78,South,Kochi,New,Debit Card,889.18
ORD106583,2023-10-08,Rice Bag,Groceries,3.0,866.63,0.0,2599.89,Central,Nagpur,New,EMI,290.07
ORD103035,2023-01-08,Headphones,Electronics,1.0,709.06,0.2,567.25,South,Chennai,Corporate,Cash,7.5
ORD108432,2024-11-05,Smart Watch,Electronics,1.0,11739.54,0.0,11739.54,North,,,UPI,2080.42
ORD106002,2024-06-18,Notebook Set,Stationery,1.0,147.88,0.05,140.49,West,Ahmedabad,Corporate,Cash,28.98
ORD102683,2024-11-16,Bed Frame,Furniture,2.0,26615.73,0.1,47908.31,South,Kochi,Regular,UPI,14309.93
ORD107200,2023-08-29,T-Shirt,Clothing,3.0,1285.52,0.2,3085.25,West,Pune,Regular,Credit Card,755.06
ORD109525,2023-01-18,Jeans,Clothing,1.0,3403.69,0.0,3403.69,West,Pune,Premium,Net Banking,1589.08
ORD103871,2024-10-09,Smartphone,Electronics,2.0,45263.96,0.25,67895.94,South,Chennai,Regular,Debit Card,3534.47
ORD104504,2023-07-29,Snacks Combo,Groceries,10.0,213.69,0.0,2136.9,Central,Raipur,Regular,Debit Card,118.45
ORD100219,2024-07-29,T-Shirt,Clothing,1.0,680.7,0.0,680.7,North,Chandigarh,Regular,Debit Card,238.43
ORD109075,2024-11-12,Bed Frame,Furniture,1.0,26998.17,0.05,25648.26,North,Delhi,Corporate,UPI,5836.54
ORD105156,2024-06-16,Pen Pack,Stationery,1.0,169.04,0.15,143.68,West,Pune,Regular,Net Banking,32.97
ORD104723,2024-02-12,Art Kit,Stationery,1.0,1360.44,0.0,1360.44,South,Kochi,Premium,Debit Card,395.03
ORD102544,2024-04-30,Sofa,Furniture,2.0,58854.09,0.15,100051.95,South,Chennai,Corporate,UPI,19965.45
ORD103033,2023-01-22,Formal Shirt,Clothing,5.0,1842.19,0.1,8289.86,South,,Premium,Cash,2599.54
ORD101245,2024-10-02,Pen Pack,Stationery,11.0,108.46,0.05,1133.41,South,Chennai,Regular,EMI,256.14
ORD100421,2024-10-25,Art Kit,Stationery,9.0,1146.55,0.15,8771.11,West,Mumbai,,Credit Card,1901.82
ORD107108,2023-06-02,Jacket,Clothing,1.0,1799.45,0.15,1529.53,North,Lucknow,New,Credit Card,572.55
ORD106411,2024-10-25,Pen Pack,Stationery,4.0,104.32,0.1,375.55,Central,Raipur,Regular,Debit Card,120.24
ORD102059,2023-06-11,Bed Frame,Furniture,2.0,31776.86,0.1,57198.35,South,Chennai,New,UPI,8215.89
ORD108600,2023-10-09,Cooking Oil,Groceries,1.0,616.39,0.1,554.75,South,Kochi,Regular,UPI,24.42
ORD106621,2024-06-12,Tablet,Electronics,3.0,37114.0,0.0,111342.0,West,Mumbai,Corporate,Credit Card,10001.98
ORD106254,2023-01-28,Formal Shirt,Clothing,6.0,1039.97,0.0,6239.82,South,Kochi,New,UPI,2318.81
ORD106389,2024-07-24,Bluetooth Speaker,Electronics,3.0,2767.94,0.05,7888.63,West,Pune,Regular,UPI,763.66
ORD101167,2024-12-22,Laptop,Electronics,3.0,71148.92,0.2,170757.41,East,Bhubaneswar,Regular,Debit Card,10373.1
ORD100255,2024-11-22,Cooking Oil,Groceries,1.0,713.79,0.0,713.79,North,Jaipur,Corporate,Credit Card,47.3
ORD100416,2024-04-17,Cooking Oil,Groceries,7.0,501.41,0.05,3334.38,North,Chandigarh,Premium,Debit Card,265.51
ORD109754,2024-12-19,Bluetooth Speaker,Electronics,2.0,10666.32,0.0,21332.64,West,,Corporate,Debit Card,3596.44
ORD109289,2024-10-14,Sofa,Furniture,2.0,28289.86,0.0,56579.72,Central,Bhopal,New,Credit Card,14852.11
ORD103384,2023-04-01,Printer Paper,Stationery,14.0,512.64,0.0,7176.96,East,Patna,Corporate,Cash,1903.82
ORD103064,2023-07-12,Tablet,Electronics,1.0,35969.68,0.05,34171.2,South,Chennai,Regular,Debit Card,5015.94
ORD100760,2023-11-17,Tea Pack,Groceries,14.0,153.49,0.1,1933.97,South,Bengaluru,Corporate,Cash,102.07
ORD101386,2023-07-23,Office Chair,Furniture,1.0,16222.41,0.1,14600.17,South,Chennai,Premium,UPI,3216.71
ORD100655,2023-09-05,Formal Shirt,Clothing,6.0,1235.23,0.1,6670.24,North,Delhi,New,Credit Card,2373.37
ORD101202,2024-09-27,Jeans,Clothing,,2145.47,0.0,2145.47,East,Guwahati,Premium,Debit Card,695.23
ORD102414,2024-07-15,Sneakers,Clothing,1.0,5840.96,0.1,5256.86,South,Chennai,New,Cash,1975.24
ORD103652,2024-06-10,Smartphone,Electronics,2.0,71618.99,0.15,121752.28,West,Pune,Regular,UPI,12574.57
ORD106860,2024-05-30,Notebook Set,Stationery,2.0,481.85,0.1,867.33,Central,Nagpur,New,Debit Card,130.72
ORD109839,2024-11-05,Headphones,Electronics,1.0,5075.09,0.25,3806.32,East,Guwahati,Corporate,Net Banking,-214.15
ORD108207,2024-09-26,Jeans,Clothing,4.0,1857.74,0.1,6687.86,East,Patna,Regular,Credit Card,
ORD103236,2024-04-03,Formal Shirt,Clothing,4.0,842.5,0.1,3033.0,West,Surat,Regular,Credit Card,743.88
ORD103045,2023-11-20,Smart Watch,Electronics,2.0,23382.08,0.0,46764.16,Central,Raipur,Corporate,Credit Card,7249.54
ORD102831,2024-11-05,Printer Paper,Stationery,15.0,1167.16,0.1,15756.66,West,Surat,Regular,UPI,4189.29
ORD103146,2024-12-10,Formal Shirt,Clothing,4.0,1883.84,0.2,6028.29,South,Bengaluru,New,UPI,1902.12
ORD100329,2024-08-09,Tablet,Electronics,3.0,24197.43,0.0,72592.29,East,Kolkata,Corporate,UPI,8679.34
ORD108327,2024-12-29,Bookshelf,Furniture,3.0,12942.76,0.2,31062.62,Central,Raipur,Regular,Debit Card,5665.46
ORD109314,2024-04-22,Pen Pack,Stationery,6.0,218.94,0.25,985.23,East,Bhubaneswar,Corporate,UPI,108.71
ORD104589,2023-01-27,Sneakers,Clothing,6.0,7232.11,,39053.39,South,Chennai,New,UPI,14181.22
ORD102064,2024-11-19,Tea Pack,Groceries,13.0,158.95,0.0,2066.35,East,Patna,New,Credit Card,168.76
ORD106760,2023-01-14,Art Kit,Stationery,6.0,1578.7,0.05,8998.59,West,Pune,Regular,Credit Card,2853.43
ORD103034,2023-03-13,Headphones,Electronics,2.0,3350.43,0.05,6365.82,Central,Raipur,Corporate,UPI,681.23
ORD108499,2024-10-20,Sneakers,Clothing,5.0,1943.26,0.05,9230.48,South,Bengaluru,Corporate,Credit Card,3459.43
ORD106587,2024-08-28,Formal Shirt,Clothing,2.0,2307.99,0.2,3692.78,East,Kolkata,Regular,UPI,803.88
ORD108636,2024-10-18,Snacks Combo,Groceries,2.0,218.26,0.0,436.52,West,Pune,Regular,UPI,52.5
ORD104555,2023-07-15,Tea Pack,Groceries,3.0,212.04,0.15,540.7,North,Jaipur,Premium,Debit Card,-37.33
ORD101282,2023-08-19,Coffee Pack,Groceries,14.0,522.11,0.15,6213.11,West,Ahmedabad,Premium,Debit Card,80.52
ORD103020,2023-11-05,Coffee Pack,Groceries,8.0,950.7,0.1,6845.04,East,Guwahati,Regular,UPI,430.33
ORD108185,2024-05-14,Formal Shirt,Clothing,3.0,1911.26,0.0,5733.78,West,Mumbai,Regular,Net Banking,1668.91
ORD107614,2024-11-12,Cooking Oil,Groceries,5.0,677.04,0.0,3385.2,West,Mumbai,Regular,Net Banking,130.44
ORD102637,2024-02-17,Bookshelf,Furniture,2.0,8214.6,0.2,13143.36,North,Lucknow,New,Net Banking,2145.6
ORD107499,2023-08-16,Sneakers,Clothing,4.0,3005.06,0.0,12020.24,East,Patna,Premium,UPI,3981.72
ORD106623,2024-10-23,Snacks Combo,Groceries,10.0,372.56,,3725.6,North,Delhi,New,UPI,261.08
ORD104610,2023-10-12,T-Shirt,Clothing,3.0,776.33,0.0,2328.99,North,Delhi,New,Credit Card,763.01
ORD103019,2024-10-30,Sneakers,Clothing,1.0,3781.97,0.1,3403.77,West,Surat,New,Debit Card,1060.25
ORD102946,2023-07-07,Headphones,Electronics,1.0,2782.53,0.1,2504.28,West,Mumbai,New,Debit Card,210.2
ORD105007,2023-12-21,Jeans,Clothing,4.0,1868.63,0.05,7100.79,East,Kolkata,Premium,Cash,2342.61
ORD104956,2023-11-08,Bluetooth Speaker,Electronics,1.0,6190.2,0.05,5880.69,Central,Bhopal,Regular,Debit Card,711.76
ORD104194,2024-06-22,Smartphone,Electronics,1.0,26060.57,0.0,26060.57,West,Ahmedabad,Corporate,UPI,7699.15
ORD102664,2024-12-03,Jeans,Clothing,5.0,3325.05,0.15,14131.46,West,Surat,New,Debit Card,2843.02
ORD108387,2023-01-01,Sneakers,Clothing,3.0,3135.31,0.05,8935.63,West,Surat,Regular,Debit Card,3054.3
ORD101283,2024-09-05,Bed Frame,Furniture,3.0,24192.29,0.0,72576.87,South,Hyderabad,Regular,UPI,13342.03
ORD103686,2023-10-31,Smart Watch,Electronics,2.0,4494.62,0.05,8539.78,South,Kochi,Premium,UPI,589.85
ORD101363,2024-01-17,Sofa,Furniture,2.0,36962.46,0.25,55443.69,Central,Bhopal,New,Cash,7222.08
ORD101438,2023-02-23,Rice Bag,Groceries,2.0,839.88,0.0,1679.76,Central,Nagpur,Regular,Cash,118.36
ORD109745,2023-02-20,Jacket,Clothing,2.0,6643.5,0.15,11293.95,North,Chandigarh,Regular,Net Banking,3062.78
ORD103644,2023-05-15,Jeans,Clothing,1.0,1662.36,0.2,1329.89,South,Hyderabad,Premium,UPI,363.31
ORD100057,2024-06-19,Formal Shirt,Clothing,5.0,1808.39,0.15,7685.66,West,Surat,Regular,UPI,2735.44
ORD106686,2024-01-21,Smart Watch,Electronics,1.0,21278.93,0.0,21278.93,Central,Bhopal,Premium,UPI,2594.27
ORD108586,2024-02-20,Smartphone,Electronics,2.0,72745.46,0.05,138216.37,East,Guwahati,Corporate,Debit Card,6305.5
ORD109703,2024-12-17,Sofa,Furniture,2.0,40251.03,0.0,80502.06,South,Hyderabad,Premium,UPI,19795.92
ORD101845,2023-12-11,Coffee Pack,Groceries,13.0,921.46,,10781.08,West,Surat,New,UPI,1017.11
ORD104152,2023-11-23,Jacket,Clothing,2.0,3230.72,0.15,5492.22,West,Mumbai,New,Debit Card,1919.5
ORD108682,2023-07-31,Tablet,Electronics,1.0,13510.06,0.05,12834.56,North,Jaipur,Regular,UPI,2390.15
ORD106158,2024-02-07,Sneakers,Clothing,4.0,8035.28,0.0,32141.12,Central,Raipur,Regular,EMI,9919.08
ORD102881,2024-09-28,Smartphone,Electronics,3.0,27042.1,,77069.98,South,Kochi,Regular,Cash,8885.19
ORD101744,2023-07-05,Laptop,Electronics,2.0,35507.69,0.1,63913.84,East,Kolkata,Regular,Credit Card,1515.44
ORD108577,2024-10-21,Sneakers,Clothing,1.0,4407.05,0.05,4186.7,South,Hyderabad,Premium,Debit Card,1319.43
ORD108029,2024-04-28,T-Shirt,Clothing,4.0,617.95,0.0,2471.8,West,Surat,Corporate,EMI,859.31
ORD105023,2024-08-26,Cooking Oil,Groceries,7.0,383.87,,2552.74,South,Hyderabad,Corporate,UPI,103.13
ORD103782,2024-12-09,Bluetooth Speaker,Electronics,2.0,2643.83,0.15,4494.51,Central,Bhopal,Regular,UPI,364.07
ORD100741,2023-10-03,Notebook Set,Stationery,12.0,609.31,0.1,6580.55,East,Guwahati,Premium,Debit Card,1597.44
ORD106558,2023-10-18,Bookshelf,Furniture,3.0,13552.3,0.0,40656.9,North,Chandigarh,Regular,Debit Card,9030.07
ORD104195,2023-11-30,Formal Shirt,Clothing,6.0,1670.69,0.05,9522.93,Central,Indore,Premium,Debit Card,3327.33
ORD101625,2024-10-27,Formal Shirt,Clothing,5.0,627.58,0.1,2824.11,North,Lucknow,Regular,UPI,1021.03
ORD100525,2023-02-06,Bookshelf,Furniture,2.0,5739.56,0.15,9757.25,East,Kolkata,Regular,UPI,1317.28
ORD109374,2024-11-28,Study Table,Furniture,2.0,6204.94,0.1,11168.89,North,Delhi,New,Cash,1939.02
ORD104338,2023-09-22,Bookshelf,Furniture,3.0,8804.96,0.15,22452.65,Central,Indore,Corporate,Debit Card,2870.75
ORD105582,2024-08-13,Notebook Set,Stationery,2.0,402.39,0.1,724.3,South,Kochi,New,UPI,157.45
ORD106880,2023-12-27,Sneakers,Clothing,6.0,6037.63,0.2,28980.62,West,Pune,Regular,UPI,9738.74
ORD103393,2024-04-07,Snacks Combo,Groceries,9.0,346.24,0.0,3116.16,North,Delhi,Regular,UPI,294.43
ORD100436,2023-03-10,Tablet,Electronics,1.0,11398.38,0.1,10258.54,South,Hyderabad,Regular,EMI,720.1
ORD105287,2023-05-14,Study Table,Furniture,3.0,20026.03,0.1,54070.28,West,Ahmedabad,Regular,UPI,6790.3
ORD106996,2024-09-07,Coffee Pack,Groceries,11.0,1165.65,0.2,10257.72,South,Kochi,Regular,Cash,396.08
ORD100309,2023-10-21,Bookshelf,Furniture,2.0,4615.25,,9230.5,East,Guwahati,Premium,Cash,1702.36
ORD101566,2023-11-13,T-Shirt,Clothing,4.0,1197.43,0.05,4550.23,West,Mumbai,Regular,Debit Card,1698.43
ORD102632,2024-12-07,Cooking Oil,Groceries,4.0,676.47,0.15,2300.0,West,Ahmedabad,Corporate,Net Banking,112.14
ORD108476,2023-05-13,Pen Pack,Stationery,5.0,257.48,0.1,1158.66,North,Chandigarh,Regular,Cash,205.87
ORD104563,2024-12-23,Laptop,Electronics,3.0,38440.24,0.0,115320.72,North,Chandigarh,New,Credit Card,25945.93
ORD100402,2024-03-03,Snacks Combo,Groceries,12.0,210.66,0.05,2401.52,South,Bengaluru,New,EMI,78.95
ORD104050,2023-05-21,T-Shirt,Clothing,3.0,810.88,0.15,2067.74,East,Guwahati,New,Credit Card,677.32
ORD103069,2023-02-13,Tablet,Electronics,1.0,12647.61,0.0,12647.61,Central,Indore,Corporate,UPI,985.1
ORD100882,2024-09-11,Pen Pack,Stationery,9.0,128.22,0.0,1153.98,South,Bengaluru,Regular,Debit Card,295.79
ORD100435,2023-10-12,T-Shirt,Clothing,2.0,1251.17,0.1,2252.11,North,Delhi,Regular,UPI,
ORD107321,2023-02-01,Bluetooth Speaker,Electronics,1.0,6038.39,0.0,6038.39,West,Ahmedabad,Regular,UPI,430.46
ORD103461,2024-03-21,Bed Frame,Furniture,1.0,44850.08,0.1,40365.07,South,Hyderabad,Regular,UPI,9602.73
ORD107486,2023-12-04,Pen Pack,Stationery,5.0,278.73,0.0,1393.65,South,Bengaluru,Regular,Cash,317.22
ORD108512,2024-07-04,Smartphone,Electronics,2.0,33343.61,0.0,66687.22,West,Ahmedabad,Corporate,UPI,7652.54
ORD106251,2023-05-16,Cooking Oil,Groceries,8.0,496.88,0.1,3577.54,South,Bengaluru,Premium,UPI,398.72
ORD105900,2024-03-28,Pen Pack,Stationery,14.0,86.44,0.0,1210.16,North,Jaipur,New,Credit Card,250.29
ORD109484,2023-01-04,Bluetooth Speaker,Electronics,2.0,3939.57,0.1,7091.23,South,Hyderabad,Regular,EMI,749.52
ORD100289,2024-07-14,Formal Shirt,Clothing,4.0,1275.69,0.0,5102.76,West,Pune,Regular,Debit Card,1551.01
ORD106651,2024-02-14,Bluetooth Speaker,Electronics,3.0,5583.46,0.05,15912.86,West,Pune,Premium,Debit Card,1537.81
ORD109004,2023-02-06,T-Shirt,Clothing,6.0,614.59,0.0,3687.54,North,Lucknow,Regular,Cash,1291.87
ORD102624,2024-08-22,Art Kit,Stationery,,603.74,0.05,7456.19,West,Mumbai,Regular,Credit Card,1482.17
ORD106113,2023-11-22,T-Shirt,Clothing,1.0,438.84,0.0,438.84,South,Bengaluru,Regular,UPI,177.9
ORD100477,2024-11-07,Pen Pack,Stationery,9.0,123.36,0.0,1110.24,South,Kochi,Regular,Credit Card,299.45
ORD107225,2023-05-11,Jacket,Clothing,2.0,1584.88,0.05,3011.27,South,Bengaluru,Corporate,Debit Card,951.69
ORD109265,2024-12-07,Rice Bag,Groceries,10.0,1369.26,0.25,10269.45,Central,Raipur,Regular,Net Banking,-242.79
ORD104585,2024-09-19,Sneakers,Clothing,4.0,7515.57,0.05,28559.17,South,Bengaluru,Corporate,UPI,8682.93
ORD103296,2024-02-20,Snacks Combo,Groceries,13.0,328.28,0.25,3200.73,Central,Raipur,Premium,UPI,-57.36
ORD107198,2024-04-24,Art Kit,Stationery,10.0,863.65,0.0,8636.5,North,Jaipur,Regular,Credit Card,2666.31
ORD100738,2023-07-15,Bookshelf,Furniture,3.0,10182.4,0.05,29019.84,Central,Bhopal,New,Net Banking,5783.34
